Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,IMU.header.seq,IMU.header.stamp.secs,IMU.header.stamp.nsecs,IMU.header.frame_id,IMU.orientation.x,IMU.orientation.y,IMU.orientation.z,IMU.orientation.w,IMU.orientation_covariance,IMU.angular_velocity.x,IMU.angular_velocity.y,IMU.angular_velocity.z,IMU.angular_velocity_covariance,IMU.linear_acceleration.x,IMU.linear_acceleration.y,IMU.linear_acceleration.z,IMU.linear_acceleration_covariance,MagField.header.seq,MagField.header.stamp.secs,MagField.header.stamp.nsecs,MagField.header.frame_id,MagField.magnetic_field.x,MagField.magnetic_field.y,MagField.magnetic_field.z,MagField.magnetic_field_covariance,raw_datastring
1666453756.9653075,5353,1666453756,964481592,IMU1_Frame,0,1666453756,964501857,IMU1_Frame,0.029008064865542756,0.05903339962940342,0.9164467556018473,0.3947137368369635,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.00052,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.943,-0.802,-9.438,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1666453756,964518308,IMU1_Frame,-0.3462,-0.0057,0.4217,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+133.643,+005.726,+004.918,-00.3462,-00.0057,+00.4217,+00.943,-00.802,-09.438,+00.000193,-00.000846,-00.000520*69\r\n'"
1666453756.9903188,5354,1666453756,989499330,IMU1_Frame,0,1666453756,989519119,IMU1_Frame,0.029011509391594116,0.05902540212050299,0.9164472707305477,0.3947134836788131,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000371,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.967,-0.82,-9.427,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1666453756,989535808,IMU1_Frame,-0.3462,-0.0081,0.4229,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+133.643,+005.726,+004.917,-00.3462,-00.0081,+00.4229,+00.967,-00.820,-09.427,+00.000599,+00.000258,+00.000371*61\r\n'"
1666453757.0152497,5355,1666453757,14447689,IMU1_Frame,0,1666453757,14467000,IMU1_Frame,0.02901099429668394,0.05902565529143557,0.9164438261707057,0.3947214811749311,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",6.5e-05,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.972,-0.813,-9.447,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1666453757,14482021,IMU1_Frame,-0.3462,-0.0045,0.4241,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+133.642,+005.726,+004.917,-00.3462,-00.0045,+00.4241,+00.972,-00.813,-09.447,-00.000162,+00.000683,+00.000065*66\r\n'"
1666453757.0401366,5356,1666453757,39403438,IMU1_Frame,0,1666453757,39423465,IMU1_Frame,0.029020905912637417,0.05902182781497941,0.9164334596485687,0.3947453924974224,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000355,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.935,-0.809,-9.386,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1666453757,39439916,IMU1_Frame,-0.3473,-0.008,0.4216,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+133.639,+005.727,+004.916,-00.3473,-00.0080,+00.4216,+00.935,-00.809,-09.386,+00.000308,-00.000076,-00.000355*67\r\n'"
1666453757.065168,5357,1666453757,64438343,IMU1_Frame,0,1666453757,64457893,IMU1_Frame,0.029016430838903103,0.05903033164460135,0.916426054800254,0.3947616404497039,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.00018,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.949,-0.835,-9.453,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1666453757,64474582,IMU1_Frame,-0.3462,-0.0069,0.4217,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+133.637,+005.727,+004.917,-00.3462,-00.0069,+00.4217,+00.949,-00.835,-09.453,-00.000928,+00.000502,-00.000180*61\r\n'"
1666453757.090261,5358,1666453757,89489936,IMU1_Frame,0,1666453757,89509010,IMU1_Frame,0.0289998916584834,0.05902376358228937,0.9164237048021431,0.39476929324998516,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000979,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.95,-0.81,-9.393,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1666453757,89524507,IMU1_Frame,-0.3451,-0.0093,0.4218,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+133.636,+005.725,+004.917,-00.3451,-00.0093,+00.4218,+00.950,-00.810,-09.393,+00.000023,-00.002412,-00.000979*62\r\n'"
1666453757.1152256,5359,1666453757,114480495,IMU1_Frame,0,1666453757,114501953,IMU1_Frame,0.02899886149505499,0.059024269716891724,0.9164168146386111,0.39478528780084965,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.001386,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.948,-0.826,-9.419,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1666453757,114518165,IMU1_Frame,-0.3473,-0.0034,0.4216,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+133.634,+005.725,+004.917,-00.3473,-00.0034,+00.4216,+00.948,-00.826,-09.419,-00.000150,-00.000469,-00.001386*6C\r\n'"
1666453757.1563396,5360,1666453757,139405250,IMU1_Frame,0,1666453757,139424085,IMU1_Frame,0.02898232253728973,0.059017701063772895,0.916414464164002,0.3947929404288998,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000103,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.983,-0.812,-9.409,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1666453757,139440298,IMU1_Frame,-0.3495,-0.0057,0.4203,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+133.633,+005.723,+004.917,-00.3495,-00.0057,+00.4203,+00.983,-00.812,-09.409,-00.000787,-00.000201,-00.000103*6F\r\n'"
1666453757.2004004,5361,1666453757,164393424,IMU1_Frame,0,1666453757,164412021,IMU1_Frame,0.0289812924796749,0.05901820689173716,0.9164075735877503,0.3948089348184813,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.001228,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.966,-0.82,-9.383,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1666453757,164427280,IMU1_Frame,-0.3473,-0.0057,0.4216,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+133.631,+005.723,+004.917,-00.3473,-00.0057,+00.4216,+00.966,-00.820,-09.383,+00.000082,-00.001627,-00.001228*60\r\n'"
1666453757.2004695,5362,1666453757,189529657,IMU1_Frame,0,1666453757,189548969,IMU1_Frame,0.02896130831879182,0.05901963478978148,0.9164047076280697,0.3948168400244052,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000347,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.962,-0.813,-9.416,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1666453757,189564943,IMU1_Frame,-0.3451,-0.0081,0.418,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+133.630,+005.721,+004.918,-00.3451,-00.0081,+00.4180,+00.962,-00.813,-09.416,-00.000698,-00.002419,-00.000347*6A\r\n'"
1666453757.244363,5363,1666453757,214392423,IMU1_Frame,0,1666453757,214411735,IMU1_Frame,0.02896372379280379,0.05901214316915172,0.9163983316476851,0.39483258150256156,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000444,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.939,-0.82,-9.416,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1666453757,214428424,IMU1_Frame,-0.3462,-0.0069,0.4229,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+133.628,+005.721,+004.917,-00.3462,-00.0069,+00.4229,+00.939,-00.820,-09.416,-00.001328,-00.000609,+00.000444*68\r\n'"
1666453757.2444236,5364,1666453757,239352226,IMU1_Frame,0,1666453757,239370822,IMU1_Frame,0.028967259859255867,0.05902405704691109,0.916390378140419,0.39484900075551566,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.001348,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.953,-0.819,-9.459,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1666453757,239385604,IMU1_Frame,-0.345,-0.0022,0.4266,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+133.626,+005.722,+004.918,-00.3450,-00.0022,+00.4266,+00.953,-00.819,-09.459,+00.000065,-00.000880,-00.001348*6C\r\n'"
1666453757.2883835,5365,1666453757,264498949,IMU1_Frame,0,1666453757,264518976,IMU1_Frame,0.028970190552325373,0.059016312844849796,0.916387447447349,0.39485674495757694,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000467,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.976,-0.81,-9.385,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1666453757,264534473,IMU1_Frame,-0.3473,-0.0069,0.4241,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+133.625,+005.722,+004.917,-00.3473,-00.0069,+00.4241,+00.976,-00.810,-09.385,+00.000320,-00.000962,-00.000467*67\r\n'"
1666453757.2901587,5366,1666453757,289488315,IMU1_Frame,0,1666453757,289509296,IMU1_Frame,0.02895667283819584,0.05902190922358358,0.9163736959595759,0.39488881306404666,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.001835,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.966,-0.81,-9.439,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1666453757,289525747,IMU1_Frame,-0.3483,0.0025,0.4189,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+133.621,+005.721,+004.918,-00.3483,+00.0025,+00.4189,+00.966,-00.810,-09.439,+00.000916,-00.000968,-00.001835*67\r\n'"
1666453757.3323538,5367,1666453757,314514636,IMU1_Frame,0,1666453757,314533710,IMU1_Frame,0.028956157773769597,0.059022161915977756,0.9163702498696993,0.394896809918097,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000249,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.952,-0.813,-9.406,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1666453757,314548969,IMU1_Frame,-0.3484,-0.0033,0.4215,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+133.620,+005.721,+004.918,-00.3484,-00.0033,+00.4215,+00.952,-00.813,-09.406,+00.000970,-00.001313,-00.000249*69\r\n'"
1666453757.3763433,5368,1666453757,339410066,IMU1_Frame,0,1666453757,339429140,IMU1_Frame,0.028960723199772956,0.05903357052017141,0.9163691875087314,0.3948972350472632,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000761,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.971,-0.802,-9.375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1666453757,339444398,IMU1_Frame,-0.3473,-0.0057,0.4191,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+133.620,+005.722,+004.919,-00.3473,-00.0057,+00.4191,+00.971,-00.802,-09.375,+00.001517,+00.000930,-00.000761*63\r\n'"
1666453757.3763921,5369,1666453757,364498853,IMU1_Frame,0,1666453757,364518642,IMU1_Frame,0.028955731355648693,0.05904232542717391,0.9163583336026639,0.39492147810262235,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000714,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.951,-0.824,-9.428,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1666453757,364534854,IMU1_Frame,-0.3474,-0.0104,0.4192,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+133.617,+005.722,+004.920,-00.3474,-00.0104,+00.4192,+00.951,-00.824,-09.428,-00.000136,-00.001385,-00.000714*66\r\n'"
1666453757.4203625,5370,1666453757,389513254,IMU1_Frame,0,1666453757,389532566,IMU1_Frame,0.028954700868261886,0.05904283079103042,0.9163514407830152,0.39493747151252095,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.001191,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.961,-0.802,-9.408,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1666453757,389549016,IMU1_Frame,-0.3484,-0.0056,0.4253,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+133.615,+005.722,+004.920,-00.3484,-00.0056,+00.4253,+00.961,-00.802,-09.408,+00.000200,+00.000153,-00.001191*62\r\n'"
1666453757.42041,5371,1666453757,414468050,IMU1_Frame,0,1666453757,414487123,IMU1_Frame,0.02896168171179343,0.05904674838444857,0.9163440003135886,0.39495363726257565,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000694,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.955,-0.83,-9.417,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1666453757,414503097,IMU1_Frame,-0.3472,0.0048,0.4177,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+133.613,+005.723,+004.920,-00.3472,+00.0048,+00.4177,+00.955,-00.830,-09.417,+00.001534,+00.000231,+00.000694*6B\r\n'"
1666453757.4643657,5372,1666453757,439422369,IMU1_Frame,0,1666453757,439441919,IMU1_Frame,0.028966761804579928,0.05905790444998238,0.916346384117909,0.39494606587047676,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.001127,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.96,-0.805,-9.398,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1666453757,439458131,IMU1_Frame,-0.3484,-0.0045,0.4228,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+133.614,+005.724,+004.921,-00.3484,-00.0045,+00.4228,+00.960,-00.805,-09.398,+00.001884,+00.000406,+00.001127*6B\r\n'"
1666453757.4651463,5373,1666453757,464401960,IMU1_Frame,0,1666453757,464420795,IMU1_Frame,0.028969693049325153,0.05905016062749926,0.9163434528731639,0.3949538096929591,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000704,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.974,-0.813,-9.414,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1666453757,464436531,IMU1_Frame,-0.3461,-0.0022,0.4228,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+133.613,+005.724,+004.920,-00.3461,-00.0022,+00.4228,+00.974,-00.813,-09.414,-00.000247,-00.001446,+00.000704*61\r\n'"
1666453757.508329,5374,1666453757,489487171,IMU1_Frame,0,1666453757,489506959,IMU1_Frame,0.028971593940240115,0.059042922514874585,0.9163336279741707,0.3949775465632932,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.001079,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.939,-0.827,-9.415,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1666453757,489522933,IMU1_Frame,-0.3484,-0.0045,0.424,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+133.610,+005.724,+004.919,-00.3484,-00.0045,+00.4240,+00.939,-00.827,-09.415,-00.000794,-00.001021,-00.001079*67\r\n'"
1666453757.5523367,5375,1666453757,514447450,IMU1_Frame,0,1666453757,514466285,IMU1_Frame,0.02896306747251628,0.05903976281000433,0.9163307285266135,0.394985370726318,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.001127,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.936,-0.807,-9.405,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1666453757,514482736,IMU1_Frame,-0.3506,-0.0033,0.4202,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+133.609,+005.723,+004.919,-00.3506,-00.0033,+00.4202,+00.936,-00.807,-09.405,+00.000158,-00.001603,-00.001127*64\r\n'"
1666453757.5523825,5376,1666453757,539427757,IMU1_Frame,0,1666453757,539447069,IMU1_Frame,0.028954025867287854,0.05903685563010887,0.9163243819417215,0.39500119129251754,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000601,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.952,-0.839,-9.426,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1666453757,539462804,IMU1_Frame,-0.3495,-0.0057,0.4203,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+133.607,+005.722,+004.919,-00.3495,-00.0057,+00.4203,+00.952,-00.839,-09.426,-00.000134,-00.000892,-00.000601*64\r\n'"
1666453757.5962906,5377,1666453757,564537525,IMU1_Frame,0,1666453757,564557552,IMU1_Frame,0.02894042043386904,0.05902253893711163,0.9163190973309802,0.395016586777145,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.001836,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.934,-0.815,-9.401,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1666453757,564573287,IMU1_Frame,-0.3495,-0.0057,0.4153,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+133.605,+005.720,+004.918,-00.3495,-00.0057,+00.4153,+00.934,-00.815,-09.401,-00.000623,-00.000919,-00.001836*60\r\n'"
1666453757.59637,5378,1666453757,589509487,IMU1_Frame,0,1666453757,589529514,IMU1_Frame,0.028944469200675033,0.05903420073848381,0.9163145878053176,0.39502500809572855,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000524,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.95,-0.82,-9.408,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1666453757,589546203,IMU1_Frame,-0.3473,-0.0057,0.4228,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+133.604,+005.721,+004.919,-00.3473,-00.0057,+00.4228,+00.950,-00.820,-09.408,+00.001597,-00.000640,+00.000524*6A\r\n'"
1666453757.6404684,5379,1666453757,614522457,IMU1_Frame,0,1666453757,614542245,IMU1_Frame,0.028942408500693125,0.0590352110550935,0.9163007982730316,0.3950569932681418,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.001213,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.942,-0.787,-9.379,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1666453757,614557981,IMU1_Frame,-0.3484,-0.0022,0.4165,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+133.600,+005.721,+004.919,-00.3484,-00.0022,+00.4165,+00.942,-00.787,-09.379,+00.000716,-00.001609,-00.001213*6C\r\n'"
1666453757.6405134,5380,1666453757,639452219,IMU1_Frame,0,1666453757,639470815,IMU1_Frame,0.02894878850060475,0.0590194712083188,0.9162983809391643,0.3950644842945313,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000697,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.945,-0.801,-9.444,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1666453757,639487981,IMU1_Frame,-0.3472,0.0025,0.419,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+133.599,+005.721,+004.917,-00.3472,+00.0025,+00.4190,+00.945,-00.801,-09.444,+00.000232,-00.000257,+00.000697*6E\r\n'"
1666453757.6843421,5381,1666453757,664547920,IMU1_Frame,0,1666453757,664567947,IMU1_Frame,0.02894878850060475,0.0590194712083188,0.9162983809391643,0.3950644842945313,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.00032,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.932,-0.828,-9.437,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1666453757,664583683,IMU1_Frame,-0.3473,-0.008,0.4241,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+133.599,+005.721,+004.917,-00.3473,-00.0080,+00.4241,+00.932,-00.828,-09.437,+00.000097,+00.000132,+00.000320*64\r\n'"
1666453757.6902452,5382,1666453757,689487934,IMU1_Frame,0,1666453757,689507484,IMU1_Frame,0.02893923252218881,0.0590168156062689,0.9162885850284398,0.395088300564952,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.001251,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.972,-0.822,-9.406,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1666453757,689522504,IMU1_Frame,-0.3495,-0.0057,0.4215,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+133.596,+005.720,+004.917,-00.3495,-00.0057,+00.4215,+00.972,-00.822,-09.406,-00.000491,-00.000821,-00.001251*6C\r\n'"
1666453757.7323487,5383,1666453757,714543581,IMU1_Frame,0,1666453757,714562892,IMU1_Frame,0.02894379556609525,0.05902822518493496,0.9162875227775911,0.39508872539196843,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000859,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.931,-0.805,-9.397,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1666453757,714579105,IMU1_Frame,-0.3473,-0.0045,0.4216,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+133.596,+005.721,+004.918,-00.3473,-00.0045,+00.4216,+00.931,-00.805,-09.397,-00.000091,-00.000334,-00.000859*6F\r\n'"
1666453757.7763832,5384,1666453757,739423274,IMU1_Frame,0,1666453757,739442110,IMU1_Frame,0.02895129125540929,0.05903189128492463,0.9162835276747852,0.3950968937587594,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000656,0.0,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.964,-0.826,-9.429,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1666453757,739458322,IMU1_Frame,-0.3506,-0.0045,0.4202,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+133.595,+005.722,+004.918,-00.3506,-00.0045,+00.4202,+00.964,-00.826,-09.429,-00.001093,-00.000725,-00.000656*6C\r\n'"
